BATTERS - TB,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Díaz, Y3B",3,2,0,0,2,0,1,.275,.783
MargotRF,5,2,4,2,0,0,2,.305,.798
ArozarenaDH,3,1,0,0,0,1,3,.259,.772
"Ramírez, H1B",4,1,1,3,0,1,2,.330,.821
Paredes2B,3,1,1,2,1,1,2,.219,.757
BethancourtC,4,0,0,0,0,2,2,.238,.669
PeraltaLF,3,0,0,0,1,0,1,.246,.739
ChangSS,4,0,0,0,0,1,2,.203,.565
SiriCF,3,1,1,0,0,2,0,.190,.549
,32,8,7,7,4,8,15,,
