BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
TurnerSS,4,0,0,0,0,2,1,.301,.822
"Freeman, F1B",3,1,0,0,1,0,0,.328,.921
"Smith, W.D.C",4,1,2,0,0,0,0,.262,.818
Muncy3B,4,0,2,2,0,0,0,.205,.736
"Turner, JDH",4,0,0,0,0,2,4,.281,.802
GalloRF,3,0,0,0,0,3,0,.164,.651
a-BettsPH,1,0,1,1,0,0,0,.272,.889
Lux2B,3,0,0,0,0,3,0,.286,.774
"Thompson, TLF",3,0,0,0,0,2,0,.250,.836
BellingerCF,3,1,1,0,0,2,0,.201,.639
,32,3,6,3,1,14,5,,
