 , , ,,Runs
Year,Team,PA,Pitches,Heart,Shadow,Chase,Waste,All
2018,,191,769,-8,-8,9,3,-5
2019,,74,295,-8,-4,0,2,-10
2020,,153,602,-5,-5,3,3,-4
2021,,672,"2,588",4,-11,17,15,23
2022,,670,"2,458",-16,-14,17,11,-2
