Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,Bases Empty,195,174,,33,4,1,2,2,18,38,,,1,.190,.269,.259,.528
Bowie Baysox,Double-A,Bases Empty,127,117,,33,8,0,4,4,10,18,,,0,.282,.339,.453,.792
Norfolk Tides,Triple-A,Bases Loaded,5,3,,1,0,0,0,4,0,0,,,0,.333,.200,.333,.533
Bowie Baysox,Double-A,Bases Loaded,3,2,,0,0,0,0,1,0,1,,,0,.000,.000,.000,.000
Norfolk Tides,Triple-A,Runner at 1st,44,36,,9,1,1,0,1,3,4,,,0,.250,.308,.333,.641
Bowie Baysox,Double-A,Runner at 1st,46,40,,10,0,0,1,2,5,8,,,1,.250,.348,.325,.673
Norfolk Tides,Triple-A,Runners at 1st & 2nd,17,15,,4,0,0,1,4,1,2,,,0,.267,.313,.467,.780
Bowie Baysox,Double-A,Runners at 1st & 2nd,8,8,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Norfolk Tides,Triple-A,Runners at 1st & 3rd,6,6,,1,0,0,1,3,0,1,,,0,.167,.167,.667,.834
Bowie Baysox,Double-A,Runners at 1st & 3rd,8,4,,1,0,0,0,3,2,2,,,0,.250,.375,.250,.625
Norfolk Tides,Triple-A,Runner at 2nd,24,21,,2,1,0,0,2,3,4,,,0,.095,.208,.143,.351
Bowie Baysox,Double-A,Runner at 2nd,17,15,,6,2,0,0,3,2,2,,,0,.400,.471,.533,1.004
Norfolk Tides,Triple-A,Runners at 2nd & 3rd,6,4,,1,0,0,0,3,0,0,,,0,.250,.167,.250,.417
Bowie Baysox,Double-A,Runners at 2nd & 3rd,9,6,,1,0,0,0,2,2,0,,,0,.167,.333,.167,.500
Norfolk Tides,Triple-A,Runner at 3rd,9,9,,4,2,0,1,5,0,2,,,0,.444,.444,1.000,1.444
Bowie Baysox,Double-A,Runner at 3rd,8,7,,3,1,0,0,3,1,0,,,0,.429,.500,.571,1.071
Norfolk Tides,Triple-A,Scoring Position,67,58,,13,3,0,3,21,4,9,,,0,.224,.258,.431,.689
Bowie Baysox,Double-A,Scoring Position,53,42,,11,3,0,0,12,7,5,,,0,.262,.340,.333,.673
