Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2018,23,29.4,4.05,18,15,6,33,95.2
2019,24,29.2,4.06,4,24,12,44,93.7
2020,25,28.7,,11,18,9,41,92.0
2021,26,28.5,4.17,19,42,22,96,85.9
2022,27,28.5,4.16,18,43,21,123,80.4
