BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,0,0,1,3,.000,.000
TurnerSS,4,2,2,1,0,1,0,.500,2.000
"Freeman, F1B",3,0,0,0,1,1,1,.000,.250
"Smith, W.D.C",4,2,2,1,0,0,1,.500,1.500
Muncy3B,3,1,1,1,1,2,1,.333,.833
"Turner, JDH",3,0,0,0,1,1,2,.000,.250
Lux2B,4,0,1,1,0,1,2,.250,.750
"Thompson, TLF",3,0,0,0,1,1,0,.000,.250
BellingerCF,3,0,0,0,0,2,2,.000,.000
,31,5,6,4,4,10,12,,
