 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2017,,298,19.0,12.1%,5.0%,223,24.1,0.0%,13.9%
2018,,927,18.8,11.1%,2.7%,603,24.0,0.0%,14.3%
2019,,970,19.6,8.4%,5.3%,731,26.1,0.0%,23.5%
2020,,245,19.8,9.8%,2.4%,135,25.3,0.0%,20.0%
2021,,587,18.9,15.8%,4.8%,331,24.9,0.0%,21.5%
2022,,973,17.3,26.7%,2.9%,519,23.0,1.0%,14.1%
