BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,3,1,1,2,1,0,1,.261,.836
a-ZimmerPH-CF,1,0,0,0,0,0,1,.108,.420
BichetteSS,4,1,1,2,0,0,3,.255,.720
b-CollinsPH,1,0,0,0,0,0,1,.209,.732
"Chapman, M3B",0,0,0,0,0,0,0,.223,.712
Guerrero1B,5,1,1,3,0,0,3,.261,.840
KirkC,4,0,1,1,0,0,1,.318,.922
"Hernández, TRF",4,0,1,0,0,1,1,.261,.764
"Tapia, RLF",4,0,1,0,0,0,1,.259,.648
Gurriel Jr.DH,3,3,3,1,1,0,0,.292,.779
Espinal3B-SS,3,1,0,0,1,0,4,.268,.723
Biggio2B,2,2,2,0,2,0,0,.227,.797
,34,9,11,9,5,1,16,,
