Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Arizona Diamondbacks,MLB,First Inning,,,5.18,33,,,33.0,138,35,20,19,5,12,23,1.42
Arizona Diamondbacks,MLB,Second Inning,,,4.64,33,,,33.0,142,35,17,17,4,17,32,1.58
Arizona Diamondbacks,MLB,Third Inning,,,1.69,32,,,32.0,124,21,6,6,2,10,29,0.97
Arizona Diamondbacks,MLB,Fourth Inning,,,3.09,32,,,32.0,128,22,11,11,2,10,25,1.00
Arizona Diamondbacks,MLB,Fifth Inning,,,3.52,31,,,30.2,118,22,13,12,3,6,27,0.91
Arizona Diamondbacks,MLB,Sixth Inning,,,1.16,24,,,23.1,86,15,3,3,1,3,27,0.77
Arizona Diamondbacks,MLB,Seventh Inning,,,2.70,15,,,13.1,52,10,4,4,3,2,12,0.90
Arizona Diamondbacks,MLB,Eighth Inning,,,11.57,5,,,2.1,12,5,3,3,1,1,0,2.57
Arizona Diamondbacks,MLB,Ninth Inning,,,0.00,1,,,0.2,4,2,0,0,0,0,2,3.00
