BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Morel2B,4,0,0,0,0,1,2,.264,.801
ContrerasC,4,0,0,0,0,1,0,.252,.818
HappLF,4,0,1,0,0,1,0,.279,.796
"Suzuki, SRF",4,0,1,0,0,1,1,.260,.779
HoernerSS,3,0,0,0,0,2,1,.294,.756
WisdomDH,3,0,1,0,0,2,0,.224,.771
"Velazquez, NCF",3,0,0,0,0,1,1,.237,.801
Bote3B,2,0,0,0,0,2,0,.260,.707
a-McKinstryPH-3B,1,0,0,0,0,1,1,.083,.600
Higgins1B,3,0,1,0,0,1,0,.284,.868
,31,0,4,0,0,13,6,,
