BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
La Stella2B,5,0,2,0,0,1,3,.250,.676
"Gonzalez, LLF",4,0,1,0,0,0,2,.280,.763
SlaterCF,4,0,1,0,0,1,4,.290,.837
Belt1B,2,0,0,0,2,2,1,.233,.738
Wade Jr.DH,1,1,0,0,1,1,0,.183,.647
"a-Mercedes, YPH-DH",2,0,0,0,0,1,5,.273,.803
YastrzemskiRF,4,1,1,0,0,2,5,.227,.715
"Machado, DSS",3,1,1,0,0,2,0,.333,.833
Vosler3B,4,1,2,2,0,1,1,.292,.894
WynnsC,3,0,1,2,0,0,1,.211,.563
,32,4,9,4,3,11,22,,
