PITCHERS - TOR,IP,H,R,ER,BB,SO,HR,ERA
"Ryu(W, 2-0)",5.0,6,2,2,1,1,0,5.48
"Phelps(H, 4)",1.0,2,0,0,0,0,0,2.70
"Garcia, Y(H, 9)",1.0,0,0,0,0,3,0,3.71
"Cimber(H, 6)",1.0,0,0,0,0,0,0,1.83
Romano,1.0,2,1,1,0,1,0,3.06
,9.0,10,3,3,1,5,0,
