Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
St. Louis Cardinals,MLB,Bases Empty,,,,33,,,132.0,532,108,,,16,20,111,0.97
St. Louis Cardinals,MLB,Bases Loaded,,,,7,,,3.2,10,0,,,0,0,2,0.00
St. Louis Cardinals,MLB,Runner at 1st,,,,33,,,34.2,137,34,,,4,11,23,1.30
St. Louis Cardinals,MLB,Runners at 1st & 2nd,,,,20,,,10.2,43,11,,,3,3,6,1.31
St. Louis Cardinals,MLB,Runners at 1st & 3rd,,,,15,,,5.0,23,8,,,1,1,2,1.80
St. Louis Cardinals,MLB,Runner at 2nd,,,,20,,,10.0,37,5,,,1,2,6,0.70
St. Louis Cardinals,MLB,Runners at 2nd & 3rd,,,,6,,,2.2,8,1,,,0,1,0,0.75
St. Louis Cardinals,MLB,Runner at 3rd,,,,11,,,3.2,15,3,,,0,1,3,1.09
St. Louis Cardinals,MLB,Scoring Position,,,,28,,,35.2,136,28,,,5,8,19,1.01
