Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Memphis Redbirds,Triple-A,No Outs,,,,5,,,7.0,27,7,,,1,0,5,1.00
Springfield Cardinals,Double-A,No Outs,,,,2,,,4.1,17,6,,,1,1,2,1.62
Peoria Chiefs,High-A,No Outs,,,,1,,,2.2,10,3,,,0,0,4,1.13
Memphis Redbirds,Triple-A,One Out,,,,5,,,7.0,29,9,,,1,2,4,1.57
Springfield Cardinals,Double-A,One Out,,,,2,,,3.2,13,3,,,2,1,3,1.09
Peoria Chiefs,High-A,One Out,,,,1,,,2.0,8,2,,,0,0,4,1.00
Memphis Redbirds,Triple-A,Two Outs,,,,5,,,5.1,17,1,,,0,1,4,0.38
Springfield Cardinals,Double-A,Two Outs,,,,2,,,2.1,13,6,,,0,1,2,3.00
Peoria Chiefs,High-A,Two Outs,,,,1,,,2.1,8,1,,,0,0,0,0.43
