Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Memphis Redbirds,Triple-A,vs Left,,,,5,,,8.0,38,12,,,1,2,5,1.75
Springfield Cardinals,Double-A,vs Left,,,,2,,,5.2,25,8,,,2,3,5,1.94
Peoria Chiefs,High-A,vs Left,,,,1,,,3.0,14,6,,,0,0,5,2.00
Memphis Redbirds,Triple-A,vs Right,,,,5,,,11.1,35,5,,,1,1,8,0.53
Springfield Cardinals,Double-A,vs Right,,,,2,,,4.2,18,7,,,1,0,2,1.50
Peoria Chiefs,High-A,vs Right,,,,1,,,4.0,12,0,,,0,0,3,0.00
