Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
St. Louis Cardinals,MLB,April,1,1,1.52,5,5,0,29.2,116,21,5,5,2,4,25,0.84
St. Louis Cardinals,MLB,May,2,2,3.77,5,5,0,31.0,130,31,14,13,3,8,22,1.26
St. Louis Cardinals,MLB,June,2,2,2.38,5,5,0,34.0,128,20,10,9,3,7,31,0.79
St. Louis Cardinals,MLB,July,3,3,3.58,6,6,0,37.2,148,33,17,15,6,7,22,1.06
St. Louis Cardinals,MLB,August,2,2,5.75,6,6,0,36.0,151,40,25,23,7,4,24,1.22
St. Louis Cardinals,MLB,September,2,3,2.32,5,5,0,31.0,120,22,9,8,4,9,29,1.00
St. Louis Cardinals,MLB,October,0,0,3.00,1,0,0,3.0,12,3,1,1,0,0,0,1.00
St. Louis Cardinals,MLB,Pre All-Star,7,7,2.54,19,19,0,120.1,471,92,38,34,13,23,92,0.96
St. Louis Cardinals,MLB,Post All-Star,5,6,4.39,14,13,0,82.0,334,78,43,40,12,16,61,1.15
