Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
St. Louis Cardinals,MLB,No Outs,,,,33,,,72.2,292,61,,,10,17,55,1.07
St. Louis Cardinals,MLB,One Out,,,,33,,,68.0,269,58,,,10,13,45,1.04
St. Louis Cardinals,MLB,Two Outs,,,,33,,,61.2,244,51,,,5,9,53,0.97
