BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
StrawCF,5,0,0,0,0,0,3,.222,.600
KwanLF,4,1,3,1,1,0,0,.271,.736
"Ramírez, JoDH",4,1,1,1,1,0,4,.284,1.007
"Naylor, J1B",5,1,1,1,0,1,7,.276,.832
"Gonzalez, ORF",4,0,4,1,0,0,0,.404,.934
1-MercadoPR-RF,0,1,0,0,0,0,0,.206,.626
"Miller, O2B",4,1,1,0,0,1,3,.262,.740
GimenezSS,4,1,1,1,0,1,2,.309,.875
Clement3B,3,1,1,0,1,0,1,.225,.550
MaileC,3,1,1,0,0,2,0,.244,.699
a-PalaciosPH,1,0,1,2,0,0,0,.296,.703
HedgesC,0,0,0,0,0,0,0,.165,.504
,37,8,14,7,3,5,20,,
