BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
EdmanSS,4,1,1,1,0,1,3,.280,.776
Gorman2B,4,0,0,0,0,2,0,.325,1.025
GoldschmidtDH,2,0,0,0,2,1,0,.345,1.053
Arenado3B,4,0,0,0,0,0,2,.279,.849
Donovan1B-RF,3,0,1,0,1,0,0,.298,.838
YepezLF,4,0,1,0,0,3,2,.270,.780
NootbaarCF,2,0,0,0,0,1,1,.146,.473
a-BaderPH-CF,2,0,2,0,0,0,0,.269,.697
KniznerC,4,0,0,0,0,3,5,.229,.620
DickersonRF,0,0,0,0,0,0,0,.194,.531
Pujols1B,3,0,0,0,1,0,2,.202,.693
,32,1,5,1,4,11,15,,
