BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,1,0,2,1,.272,.900
TurnerSS,5,1,0,0,0,2,2,.300,.825
"Freeman, F1B",4,1,1,0,1,0,0,.297,.857
"Smith, W.D.C",4,0,2,1,1,1,0,.257,.802
Muncy2B-3B,3,0,0,0,1,1,2,.162,.626
"Turner, J3B",4,0,1,0,0,1,2,.246,.714
1-McKinstryPR-2B,0,1,0,0,0,0,0,.143,.714
LambDH,2,1,1,1,1,1,0,.267,1.117
BellingerCF,4,0,0,0,0,2,5,.208,.652
LuxLF,3,0,1,0,1,1,3,.296,.784
,33,4,6,3,5,11,15,,
