Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Tampa Bay Rays,MLB,No Outs,,,,31,,,56.1,231,55,,,6,6,48,1.08
Tampa Bay Rays,MLB,One Out,,,,31,,,56.1,238,64,,,8,9,52,1.30
Tampa Bay Rays,MLB,Two Outs,,,,31,,,51.1,220,59,,,6,6,39,1.27
