PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"McKenzie(L, 8-9)",6.2,5,2,2,2,3,2,3.14
"De Los Santos, E",1.1,1,0,0,0,2,0,3.11
,8.0,6,2,2,2,5,2,
