BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Gurriel Jr.LF,4,0,0,0,0,1,0,.303,.768
Guerrero1B,4,0,1,0,0,1,0,.287,.861
KirkDH,3,0,0,0,0,0,1,.300,.834
"Hernández, TRF",2,1,1,1,1,1,1,.272,.823
BichetteSS,3,0,0,0,0,0,1,.260,.730
"Chapman, M3B",2,1,1,1,1,0,0,.242,.800
"Tapia, RCF",3,0,1,0,0,1,1,.277,.692
Bradley Jr.CF,0,0,0,0,0,0,0,.212,.579
Espinal2B,3,0,2,0,0,0,1,.266,.696
"Jansen, DC",3,0,0,0,0,1,0,.209,.732
,27,2,6,2,2,5,5,,
