Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Cleveland Guardians,MLB,First Inning,157,144,20,51,12,1,7,23,11,18,5,2,1,.354,.401,.597,.998
Cleveland Guardians,MLB,Second Inning,16,13,5,7,0,0,3,12,2,0,1,0,1,.538,.625,1.231,1.856
Cleveland Guardians,MLB,Third Inning,86,75,8,13,4,3,0,18,7,9,1,0,1,.173,.244,.307,.551
Cleveland Guardians,MLB,Fourth Inning,73,68,14,22,6,0,7,12,5,8,3,1,0,.324,.370,.721,1.091
Cleveland Guardians,MLB,Fifth Inning,68,60,6,13,2,0,3,13,5,7,2,1,1,.217,.279,.400,.679
Cleveland Guardians,MLB,Sixth Inning,82,77,8,21,10,0,3,9,5,14,1,0,0,.273,.317,.519,.836
Cleveland Guardians,MLB,Seventh Inning,65,51,11,15,2,1,1,15,12,6,5,1,1,.294,.431,.431,.862
Cleveland Guardians,MLB,Eighth Inning,78,69,6,15,5,0,2,11,8,11,2,1,1,.217,.308,.377,.685
Cleveland Guardians,MLB,Ninth Inning,46,37,7,9,2,0,3,10,8,8,0,0,0,.243,.370,.541,.911
Cleveland Guardians,MLB,Extra Innings,14,7,5,2,1,0,0,3,6,1,0,1,0,.286,.571,.429,1.000
