Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,CLE,AL,2B,5,1,16.0,9,2,7,0,0,,1.000
2013,CLE,AL,3B,2,1,10.0,4,0,3,1,0,,.750
2013,CLE,AL,SS,2,0,2.0,0,0,0,0,0,,.000
2013,CLE,AL,DH,2,0,0.0,0,0,0,0,0,,.000
2014,CLE,AL,2B,11,7,73.0,38,14,24,0,6,,1.000
2014,CLE,AL,SS,56,54,498.2,235,76,155,4,34,,.983
2015,CLE,AL,2B,33,27,260.0,130,34,94,2,17,,.985
2015,CLE,AL,3B,13,12,104.0,32,8,23,1,3,,.969
2015,CLE,AL,SS,46,43,384.1,153,46,99,8,20,,.948
2015,CLE,AL,LF,2,2,14.0,3,3,0,0,0,,1.000
2015,CLE,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2016,CLE,AL,2B,9,3,37.2,16,5,10,1,1,,.938
2016,CLE,AL,3B,117,91,865.2,233,54,174,5,16,,.979
2016,CLE,AL,SS,5,3,28.0,11,5,6,0,2,,1.000
2016,CLE,AL,LF,48,47,375.1,74,72,1,1,0,,.986
2017,CLE,AL,2B,71,65,577.1,294,118,170,6,55,,.980
2017,CLE,AL,3B,88,86,736.2,213,61,146,6,23,,.972
2018,CLE,AL,2B,16,16,142.0,60,24,33,3,5,,.950
2018,CLE,AL,3B,137,137,1210.1,310,94,205,11,21,,.965
2018,CLE,AL,DH,4,4,0.0,0,0,0,0,0,,.000
2019,CLE,AL,3B,126,125,1088.2,344,108,222,14,21,,.959
2019,CLE,AL,DH,3,3,0.0,0,0,0,0,0,,.000
2020,CLE,AL,3B,57,57,497.0,110,39,65,6,13,,.945
2020,CLE,AL,DH,1,1,0.0,0,0,0,0,0,,.000
2021,CLE,AL,3B,133,132,1141.0,333,105,213,15,34,,.955
2021,CLE,AL,DH,19,19,0.0,0,0,0,0,0,,.000
2022,CLE,AL,3B,127,127,1109.2,335,91,234,10,27,,.970
2022,CLE,AL,DH,30,30,0.0,0,0,0,0,0,,.000
10 Seasons,CLE,AL,2B,145,119,1106.0,547,197,338,12,84,,.978
,CLE,AL,3B,800,768,6763.0,1914,560,1285,69,158,,.964
,CLE,AL,SS,109,100,913.0,399,127,260,12,56,,.970
,CLE,AL,LF,50,49,389.1,77,75,1,1,0,,.987
,CLE,AL,DH,60,57,0.0,0,0,0,0,0,,.000
