Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Columbus Clippers,Triple-A,vs Left,50,47,,13,4,0,0,3,2,2,,,0,.277,.306,.362,.668
Columbus Clippers,Triple-A,vs Right,145,127,,38,9,2,1,9,15,7,,,0,.299,.371,.425,.796
