Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2015,22,28.0,4.33,,21,10,148,78.2
2016,23,27.9,4.24,1,12,20,181,73.7
2017,24,28.0,4.28,,9,29,175,74.1
2018,25,27.4,4.29,1,20,38,280,58.3
2019,26,27.9,4.28,1,9,31,191,72.2
2020,27,27.2,4.38,,13,29,205,59.2
2021,28,28.2,4.34,4,6,16,155,77.2
2022,29,28.5,4.22,6,7,10,119,81.1
