Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2017,60,60,75,72,33,87,80,64,98,80,24,13,21,25,64,10,
2018,52,50,59,63,33,93,88,70,96,77,29,29,27,27,51,6,
2019,80,80,80,74,78,88,71,71,92,72,54,57,33,29,48,7,
2021,64,70,64,57,61,77,68,42,91,56,37,41,18,24,40,59,8
2022,64,46,58,62,64,75,66,61,80,52,40,59,31,43,15,,28
