Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Baltimore Orioles,MLB,First Inning,86,78,6,23,4,1,2,4,6,17,0,0,2,.295,.360,.449,.809
Houston Astros,MLB,First Inning,4,4,2,3,0,0,2,5,0,0,0,0,0,.750,.750,2.250,3.000
Houston Astros,MLB,Second Inning,39,35,5,5,0,0,3,4,4,11,0,0,0,.143,.231,.400,.631
Baltimore Orioles,MLB,Second Inning,13,12,0,4,2,0,0,2,1,1,0,0,0,.333,.385,.500,.885
Houston Astros,MLB,Third Inning,12,10,1,1,0,0,1,4,2,2,0,0,0,.100,.250,.400,.650
Baltimore Orioles,MLB,Third Inning,58,53,4,9,2,0,2,6,5,11,0,0,0,.170,.241,.321,.562
Baltimore Orioles,MLB,Fourth Inning,31,22,5,4,0,0,0,0,5,7,0,0,4,.182,.419,.182,.601
Houston Astros,MLB,Fourth Inning,26,21,2,5,3,0,0,3,3,6,0,0,0,.238,.308,.381,.689
Houston Astros,MLB,Fifth Inning,19,19,4,4,2,0,1,3,0,3,0,0,0,.211,.211,.474,.685
Baltimore Orioles,MLB,Fifth Inning,44,41,5,12,2,0,0,6,2,13,0,0,1,.293,.341,.341,.682
Houston Astros,MLB,Sixth Inning,24,22,2,4,1,0,1,3,2,7,0,0,0,.182,.250,.364,.614
Baltimore Orioles,MLB,Sixth Inning,53,50,6,13,1,0,3,8,3,13,0,0,0,.260,.302,.460,.762
Houston Astros,MLB,Seventh Inning,19,17,1,2,0,0,0,0,2,4,0,0,0,.118,.211,.118,.329
Baltimore Orioles,MLB,Seventh Inning,33,28,3,6,0,0,0,3,3,4,0,0,1,.214,.303,.214,.517
Houston Astros,MLB,Eighth Inning,24,20,0,3,0,0,0,0,3,10,0,0,1,.150,.292,.150,.442
Baltimore Orioles,MLB,Eighth Inning,43,35,6,12,4,0,2,9,6,6,0,0,0,.343,.419,.629,1.048
Houston Astros,MLB,Ninth Inning,17,15,0,1,0,0,0,0,2,6,0,0,0,.067,.176,.067,.243
Baltimore Orioles,MLB,Ninth Inning,35,32,4,12,1,0,1,3,2,14,0,0,1,.375,.429,.500,.929
Baltimore Orioles,MLB,Extra Innings,5,3,0,0,0,0,0,0,2,0,0,0,0,.000,.400,.000,.400
Houston Astros,MLB,Extra Innings,2,2,0,1,1,0,0,0,0,0,0,0,0,.500,.500,1.000,1.500
