BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,5,0,1,0,0,3,1,.240,.729
"Soto, JRF",3,0,0,1,2,0,2,.237,.850
"Machado, M3B",3,0,1,0,2,1,1,.302,.911
BellDH,4,0,1,0,0,1,3,.277,.814
1-LiberatoPR-DH,1,0,0,0,0,1,2,.000,.000
Cronenworth2B,4,1,1,0,0,1,1,.243,.737
KimSS,3,0,0,0,0,1,1,.248,.694
Myers1B,4,0,2,1,0,2,2,.250,.664
GrishamCF,4,0,1,0,0,1,2,.191,.655
"Nola, AuC",3,1,1,0,0,0,0,.245,.631
,34,2,8,2,4,11,15,,
