BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,2,1,0,1,1,3,.195,.797
Bohm3B,5,1,2,0,0,0,1,.304,.807
HarperDH,5,2,2,2,0,1,3,.240,.787
"Castellanos, NRF",3,1,1,3,0,0,2,.308,.884
1-QuinnPR-RF,1,0,0,0,0,1,0,.250,.583
RealmutoC,5,1,1,1,0,0,3,.258,.704
Hoskins1B,4,0,0,0,1,2,2,.187,.633
Segura2B,4,0,3,1,0,0,0,.256,.653
"Herrera, OCF",4,0,2,0,0,0,3,.321,1.047
CamargoSS,4,0,0,0,0,1,5,.250,.680
,39,7,12,7,2,6,22,,
