BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,5,0,2,0,0,0,2,.247,.706
Devers3B,4,0,0,0,1,0,1,.291,.877
BogaertsSS,5,0,0,0,0,1,3,.314,.849
VerdugoRF,5,0,1,0,0,3,2,.279,.724
MartinezDH,3,0,0,0,1,2,1,.270,.768
"1-Almonte, APR-DH",1,0,0,0,0,0,1,.375,.944
Casas1B,4,1,1,1,1,1,1,.095,.534
"Hernández, KCF",3,1,1,0,1,1,0,.224,.646
Chang2B,3,1,1,0,1,1,3,.222,.637
WongC,2,0,1,0,0,1,1,.242,.691
a-McGuirePH-C,2,1,1,3,0,1,3,.278,.683
,37,4,8,4,5,11,18,,
