Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Syracuse Mets,Triple-A,vs Left,13,10,,1,1,0,0,0,2,2,,,1,.100,.308,.200,.508
Syracuse Mets,Triple-A,vs Right,23,19,,4,0,0,0,0,3,1,,,1,.211,.348,.211,.559
