Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2019,24,27.6,4.45,,6,33,233,66.0
2020,25,27.8,4.53,,3,23,138,72.6
2021,26,27.8,4.47,,7,36,216,68.1
2022,27,27.5,4.5,,11,47,291,53.5
