Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2017,,,,,,,,,45,,,,,,99,9,
2018,13,57,22,15,15,26,18,31,71,25,53,9,37,6,96,1,
2019,34,86,33,18,37,33,18,55,73,51,67,8,55,10,94,2,
2020,2,29,11,10,2,11,13,15,47,22,44,2,58,8,93,84,49
2021,19,71,17,9,28,12,8,38,80,68,56,8,47,10,97,14,45
2022,43,89,48,24,39,41,18,39,71,41,79,2,74,4,96,2,50
