Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2017,NYM,NL,170,65,61,0,0,.330,12,3,17,642,3.776,.288,.024,.061,.145,0,0
2018,NYM,NL,592,211,225,3,3,.310,43,9,73,2130,3.598,.201,.015,.244,.125,6,0
2019,NYM,NL,655,266,248,2,3,.338,52,13,106,2408,3.676,.189,.023,.250,.144,8,1
2020,NYM,NL,147,53,84,0,0,.305,8,5,27,524,3.565,.231,.027,.118,.119,2,1
2021,CLE,AL,588,225,210,0,4,.340,42,12,83,2156,3.667,.204,.019,.258,.127,4,1
2022,CLE,AL,670,257,264,0,4,.326,46,19,120,2395,3.575,.166,.016,.225,.121,5,3
6 Seasons,2 Teams,,2822,1077,1092,5,14,.327,203,61,426,10255,3.634,.197,.019,.221,.130,25,6
