Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Las Vegas 51s,Triple-A,First Inning,93,86,15,29,6,2,1,5,6,11,5,2,0,.337,.376,.488,.864
Las Vegas 51s,Triple-A,Second Inning,11,11,2,7,2,0,0,4,0,1,1,0,0,.636,.636,.818,1.454
Las Vegas 51s,Triple-A,Third Inning,60,53,11,21,2,2,1,13,5,11,4,1,1,.396,.450,.566,1.016
Las Vegas 51s,Triple-A,Fourth Inning,38,35,5,9,0,0,0,1,1,3,2,0,1,.257,.289,.257,.546
Las Vegas 51s,Triple-A,Fifth Inning,44,41,2,10,3,0,0,4,2,11,0,1,0,.244,.273,.317,.590
Las Vegas 51s,Triple-A,Sixth Inning,48,46,7,11,2,0,2,6,2,7,0,1,0,.239,.271,.413,.684
Las Vegas 51s,Triple-A,Seventh Inning,47,41,8,13,2,1,1,9,4,5,4,1,1,.317,.383,.488,.871
Las Vegas 51s,Triple-A,Eighth Inning,43,41,8,15,1,0,1,11,1,9,3,0,1,.366,.395,.463,.858
Las Vegas 51s,Triple-A,Ninth Inning,38,36,7,11,0,2,1,4,2,9,0,0,0,.306,.342,.500,.842
Las Vegas 51s,Triple-A,Extra Innings,3,3,1,3,1,0,0,1,0,0,0,0,0,1.000,1.000,1.333,2.333
