BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",5,0,0,0,0,2,1,.000,.100
Devers3B,4,0,1,0,0,1,0,.250,1.083
BogaertsSS,3,0,0,0,1,3,1,.375,.944
MartinezDH,4,1,1,0,0,1,2,.222,.555
VerdugoLF,3,1,2,2,1,1,0,.500,1.431
Story2B,3,0,1,0,1,1,1,.125,.472
Dalbec1B,3,0,0,0,1,2,3,.125,.347
Bradley Jr.RF,3,0,0,0,0,0,4,.000,.167
a-ArroyoPH,1,0,0,0,0,0,0,.000,.000
VázquezC,4,0,0,0,0,1,4,.143,.393
,33,2,5,2,4,12,16,,
