,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2022,HOU,AL,136,558,521,72,132,20,2,22,63,22,135,11,2,6,.253,.289,.426,.715
,1 Season,HOU,AL,136,558,521,72,132,20,2,22,63,22,135,11,2,6,.253,.289,.426,.715
