Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Olson, Matt - LHB",2017,0.00,0.56,0.88,1.16,1.43,1.68,1.91,2.14,2.36,2.57,2.78,2.98,3.19,3.39,3.59,3.79,4.00,4.22,4.44
"Olson, Matt - LHB",2018,0.00,0.56,0.87,1.14,1.40,1.63,1.86,2.08,2.28,2.48,2.68,2.88,3.07,3.26,3.44,3.63,3.82,4.02,4.22
"Olson, Matt - LHB",2019,0.00,0.55,0.86,1.13,1.38,1.62,1.84,2.06,2.26,2.46,2.66,2.86,3.05,3.24,3.42,3.61,3.80,3.99,4.20
"Olson, Matt - LHB",2020,0.00,0.57,0.91,1.19,1.44,1.67,1.90,2.11,2.32,2.52,2.72,2.91,3.10,3.29,3.48,3.67,3.86,4.06,4.25
"Olson, Matt - LHB",2021,0.00,0.56,0.89,1.17,1.42,1.65,1.87,2.09,2.29,2.49,2.69,2.89,3.08,3.27,3.46,3.65,3.84,4.04,4.25
"Olson, Matt - LHB",2022,0.00,0.56,0.89,1.17,1.41,1.65,1.87,2.08,2.29,2.48,2.68,2.87,3.06,3.25,3.44,3.62,3.81,4.00,4.21

