Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2012,2 Teams,,Minors,1B,40,39,340.0,359,330,26,3,38,,.992
2012,2 Teams,,Minors,1B,40,39,340.0,359,330,26,3,38,,.992
2012,AZL Athletics,AZL,ROK,C,1,1,9.0,7,7,0,0,0,,1.000
2012,AZL Athletics,AZL,ROK,1B,36,35,302.0,330,303,24,3,36,,.991
2012,AZL Athletics,AZL,ROK,DH,8,8,0.0,0,0,0,0,0,,.000
2012,Vermont Lake Monsters,NYP,A(Short),1B,4,4,38.0,29,27,2,0,2,,1.000
2013,Beloit Snappers,MID,A(Full),1B,127,127,1104.1,1220,1109,102,9,97,,.993
2013,Beloit Snappers,MID,A(Full),DH,7,7,0.0,0,0,0,0,0,,.000
2014,Stockton Ports,CAL,A(Adv),1B,107,106,965.0,906,845,55,6,80,,.993
2014,Stockton Ports,CAL,A(Adv),LF,1,1,7.0,1,1,0,0,0,,1.000
2014,Stockton Ports,CAL,A(Adv),RF,8,8,71.0,13,11,1,1,0,,.923
2014,Stockton Ports,CAL,A(Adv),DH,22,22,0.0,0,0,0,0,0,,.000
2015,Midland RockHounds,TEX,AA,1B,62,61,538.0,597,561,33,3,55,,.995
2015,Midland RockHounds,TEX,AA,3B,2,2,17.2,2,1,1,0,0,,1.000
2015,Midland RockHounds,TEX,AA,RF,59,59,522.0,154,139,11,4,3,,.974
2015,Midland RockHounds,TEX,AA,DH,11,11,0.0,0,0,0,0,0,,.000
2016,Nashville Sounds,PCL,AAA,1B,49,49,435.2,452,427,25,0,36,,1.000
2016,Nashville Sounds,PCL,AAA,RF,81,80,701.1,147,141,1,5,0,,.966
2016,Nashville Sounds,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2017,Nashville Sounds,PCL,AAA,1B,73,72,626.2,647,610,35,2,63,,.997
2017,Nashville Sounds,PCL,AAA,3B,1,1,9.0,4,0,4,0,1,,1.000
2017,Nashville Sounds,PCL,AAA,DH,6,6,0.0,0,0,0,0,0,,.000
2019,Las Vegas Aviators,PCL,AAA,1B,3,3,26.0,29,29,0,0,3,,1.000
2019,Las Vegas Aviators,PCL,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
,AZL Athletics Green,AZL,ROK,C,1,1,9.0,7,7,0,0,0,,1.000
,AZL Athletics Green,AZL,ROK,1B,36,35,302.0,330,303,24,3,36,,.991
,AZL Athletics Green,AZL,ROK,DH,8,8,0.0,0,0,0,0,0,,.000
,2 Teams,,AAA,1B,125,124,1088.1,1128,1066,60,2,102,,.998
,2 Teams,,AAA,DH,9,9,0.0,0,0,0,0,0,,.000
,Nashville Sounds,INT,AAA,3B,1,1,9.0,4,0,4,0,1,,1.000
,Nashville Sounds,INT,AAA,RF,81,80,701.1,147,141,1,5,0,,.966
,Midland RockHounds,TEX,AA,1B,62,61,538.0,597,561,33,3,55,,.995
,Midland RockHounds,TEX,AA,3B,2,2,17.2,2,1,1,0,0,,1.000
,Midland RockHounds,TEX,AA,RF,59,59,522.0,154,139,11,4,3,,.974
,Midland RockHounds,TEX,AA,DH,11,11,0.0,0,0,0,0,0,,.000
,Stockton Ports,CAL,A+,1B,107,106,965.0,906,845,55,6,80,,.993
,Stockton Ports,CAL,A+,LF,1,1,7.0,1,1,0,0,0,,1.000
,Stockton Ports,CAL,A+,RF,8,8,71.0,13,11,1,1,0,,.923
,Stockton Ports,CAL,A+,DH,22,22,0.0,0,0,0,0,0,,.000
,Beloit Sky Carp,MID,A,1B,127,127,1104.1,1220,1109,102,9,97,,.993
,Beloit Sky Carp,MID,A,DH,7,7,0.0,0,0,0,0,0,,.000
,Vermont Lake Monsters,NYP,A(Short),1B,4,4,38.0,29,27,2,0,2,,1.000
,1 Teams,,Minors,C,1,1,9.0,7,7,0,0,0,,1.000
,5 Teams,,Minors,1B,336,333,2947.1,3082,2845,216,21,270,,.993
,2 Teams,,Minors,3B,3,3,26.2,6,1,5,0,1,,1.000
,1 Teams,,Minors,LF,1,1,7.0,1,1,0,0,0,,1.000
,3 Teams,,Minors,RF,148,147,1294.1,314,291,13,10,3,,.968
,4 Teams,,Minors,DH,48,48,0.0,0,0,0,0,0,,.000
,1 Teams,,Minors,C,1,1,9.0,7,7,0,0,0,,1.000
,5 Teams,,Minors,1B,336,333,2947.1,3082,2845,216,21,270,,.993
,2 Teams,,Minors,3B,3,3,26.2,6,1,5,0,1,,1.000
,1 Teams,,Minors,LF,1,1,7.0,1,1,0,0,0,,1.000
,3 Teams,,Minors,RF,148,147,1294.1,314,291,13,10,3,,.968
Career Minors,4 Teams,,,DH,48,48,0.0,0,0,0,0,0,,.000
