BATTERS - DET,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Reyes, VRF",5,1,3,0,0,1,1,.351,.844
"Castro, H3B",4,0,3,0,0,0,2,.308,.795
"Castro, WCF",4,0,0,0,0,3,5,.256,.645
MeadowsDH,3,0,1,0,1,0,2,.248,.675
"Báez, JSS",4,0,0,0,0,2,6,.188,.520
GrossmanLF,4,0,0,0,0,2,3,.200,.543
Schoop2B,4,0,1,0,0,2,0,.189,.537
Clemens1B,4,0,0,0,0,2,1,.087,.247
BarnhartC,4,0,1,0,0,2,1,.234,.545
,36,1,9,0,1,14,21,,
