BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeDH,3,2,2,3,0,0,1,.313,1.079
Donaldson3B,4,0,0,0,0,1,3,.235,.730
Rizzo1B,4,1,1,1,0,0,0,.216,.803
StantonRF,4,1,1,1,0,1,0,.271,.863
GonzalezRF,0,0,0,0,0,0,0,.242,.627
Torres2B,4,2,2,1,0,1,0,.253,.794
"Hicks, ACF",3,1,0,0,1,1,0,.226,.620
Kiner-FalefaSS,4,0,2,1,0,0,0,.263,.620
TrevinoC,4,1,3,1,0,1,1,.309,.861
GalloLF,4,0,0,0,0,2,5,.185,.639
,34,8,11,8,1,7,10,,
