BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,0,0,0,0,1,.250,.760
"Soto, JRF",4,0,1,0,0,1,0,.249,.893
"Machado, M3B",4,0,1,0,0,0,1,.289,.865
BellDH,4,0,0,0,0,2,2,.294,.857
Drury1B,3,0,1,0,0,0,1,.269,.846
KimSS,3,0,1,0,0,0,0,.248,.695
Cronenworth2B,2,0,0,0,0,0,1,.235,.726
MyersCF,2,0,0,0,0,2,1,.233,.572
a-GrishamPH-CF,1,0,0,0,0,1,0,.194,.648
AlfaroC,2,0,0,0,0,1,1,.266,.716
"Nola, AuC",1,0,1,0,0,0,0,.246,.629
,30,0,5,0,0,7,8,,
