Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,-0.2,-1,702,31.4,145,.148,.377,.297,37.7,40.7,21.3,.154,.393,.301,50.0
2022,Slider,,-1.3,-7,599,26.8,140,.181,.323,.254,41.4,34.3,21.7,.157,.274,.236,36.3
2022,Sinker,,2.2,7,323,14.5,97,.292,.584,.409,17.2,19.6,22.1,.250,.463,.337,44.3
2022,Curveball,,-1.5,-3,217,9.7,55,.157,.333,.245,46.3,50.9,34.1,.188,.346,.262,65.2
2022,Changeup,,3.9,7,181,8.1,49,.317,.732,.479,34.0,34.7,21.5,.235,.542,.391,45.8
2022,Cutter,,-4.1,-7,160,7.2,32,.143,.286,.223,42.9,28.1,22.5,.195,.371,.274,60.0
2022,Splitter,,-3.7,-1,15,0.7,5,.200,.200,.180,28.6,40.0,25.0,.102,.125,.099,33.3
2022,N/A,,20.1,2,10,0.4,3,1.000,1.333,1.017,25.0,0.0,0.0,.660,.859,.668,66.7
2021,4-Seamer,,0.8,5,591,36.2,126,.207,.523,.349,40.6,48.4,26.4,.190,.476,.325,66.0
2021,Slider,,0.5,2,416,25.5,94,.183,.366,.298,47.2,44.7,24.9,.137,.280,.250,35.0
2021,Sinker,,2.1,4,197,12.1,53,.320,.680,.453,25.5,22.6,26.1,.327,.656,.428,55.3
2021,Changeup,,0.1,0,165,10.1,48,.295,.750,.454,51.0,35.4,29.8,.302,.616,.412,55.6
2021,Cutter,,3.4,4,118,7.2,19,.412,.824,.539,31.1,21.1,12.9,.366,.799,.509,61.5
2021,Curveball,,-1.3,-1,111,6.8,26,.154,.231,.200,43.6,42.3,30.6,.169,.228,.170,33.3
2021,Splitter,,-5.6,-2,33,2.0,8,.000,.000,.000,50.0,75.0,37.5,.035,.037,.032,0.0
2020,Sinker,,-9.9,0,3,42.9,1,.000,.000,.000,50.0,0.0,--,.013,.020,.014,0.0
2020,Cutter,,-26.7,-1,2,28.6,1,.000,.000,.000,0.0,0.0,0.0,.000,.000,.000,0.0
2020,Curveball,,-11.8,0,1,14.3,,--,--,--,--,--,--,--,--,--,--
2020,Changeup,,2.5,0,1,14.3,,--,--,--,--,--,--,--,--,--,--
2019,4-Seamer,,-4.1,-1,35,29.7,4,.000,.000,.000,27.8,75.0,23.1,--,--,.000,0.0
2019,Slider,,-4.7,-1,24,20.3,8,.125,.125,.113,43.8,75.0,50.0,.077,.093,.076,50.0
2019,Sinker,,-0.4,0,20,16.9,3,.500,.500,.533,11.1,0.0,0.0,.480,.943,.618,100.0
2019,Curveball,,7.0,1,18,15.3,4,.250,.500,.313,33.3,50.0,28.6,.167,.294,.188,50.0
2019,Changeup,,-8.9,-1,14,11.9,6,.167,.167,.300,10.0,33.3,28.6,.204,.299,.215,25.0
2019,Cutter,,-7.1,-1,7,5.9,3,.000,.000,.000,66.7,66.7,66.7,.071,.249,.116,100.0
2018,4-Seamer,,2.6,2,71,30.1,17,.333,.733,.476,21.6,29.4,20.8,.322,.559,.414,60.0
2018,Slider,,-1.4,-1,61,25.8,13,.100,.100,.231,50.0,46.2,22.2,.034,.037,.185,0.0
2018,Sinker,,1.9,1,45,19.1,12,.333,.444,.429,12.5,25.0,23.1,.284,.353,.380,33.3
2018,Curveball,,7.9,2,28,11.9,9,.333,1.000,.544,27.3,22.2,16.7,.294,.950,.512,57.1
2018,Changeup,,-7.2,-1,18,7.6,4,.000,.000,.000,0.0,25.0,25.0,.152,.186,.163,0.0
2018,Cutter,,5.0,0,7,3.0,1,1.000,1.000,.900,25.0,0.0,--,.620,1.096,.690,100.0
2018,Splitter,,-14.0,-1,6,2.5,2,.000,.000,.000,100.0,100.0,66.7,--,--,.000,--
