BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
WardRF,4,1,1,0,0,1,0,.313,.956
a-ThaissPH,1,0,0,0,0,1,1,.000,.000
TroutCF,4,1,1,1,0,0,1,.285,1.042
WadeLF,1,0,0,0,0,0,1,.224,.550
OhtaniDH,3,1,3,2,1,0,0,.268,.862
Walsh1B,4,0,1,0,0,0,3,.260,.769
MacKinnon3B,4,0,1,0,0,2,0,.235,.599
Rengifo2B,4,0,0,0,0,0,2,.229,.633
SuzukiC,4,0,1,0,0,0,0,.208,.632
MarshLF,2,0,0,0,0,1,0,.236,.645
"Harrison, MLF-CF",2,0,0,0,0,2,1,.000,.200
"Velazquez, ASS",4,1,1,1,0,2,0,.175,.500
,37,4,9,4,1,9,9,,
