BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,2,1,0,1,1,.282,.922
TurnerSS,5,0,1,2,0,1,4,.304,.830
"Freeman, F1B",5,0,0,0,0,0,4,.322,.900
"Smith, W.D.C",3,2,1,1,2,0,1,.264,.828
Muncy3B,5,1,1,0,0,4,1,.185,.677
"Turner, JDH",3,2,2,1,1,1,1,.277,.783
GalloLF,3,1,1,0,0,1,2,.166,.643
"a-Thompson, TPH-LF",1,1,1,3,0,0,0,.273,.890
"Taylor, Ch2B",3,1,0,0,0,1,1,.223,.696
BellingerCF,1,1,0,1,3,1,0,.202,.650
,33,9,9,9,6,10,15,,
