Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2010,Vermont Lake Monsters,NYP,A(Short),P,1,0,1.0,1,0,1,0,0,,1.000
2011,Hagerstown Suns,SAL,A(Full),P,20,20,89.0,19,5,12,2,0,,.895
2012,Potomac Nationals,CAR,A(Adv),P,22,21,105.2,19,4,15,0,2,,1.000
2013,2 Teams,,Minors,P,27,27,142.0,29,4,25,0,0,,1.000
2013,2 Teams,,Minors,P,27,27,142.0,29,4,25,0,0,,1.000
2013,Potomac Nationals,CAR,A(Adv),P,16,16,84.0,16,0,16,0,0,,1.000
2013,Harrisburg Senators,EAS,AA,P,11,11,58.0,13,4,9,0,0,,1.000
2014,Toledo Mud Hens,INT,AAA,P,20,19,100.1,11,1,10,0,0,,1.000
2015,Reno Aces,PCL,AAA,P,9,9,41.2,13,1,11,1,2,,.923
2017,Visalia Rawhide,CAL,A(Adv),P,1,1,4.2,0,0,0,0,0,,.000
2018,2 Teams,,Minors,P,2,2,6.2,0,0,0,0,0,,.000
2018,2 Teams,,Minors,P,2,2,6.2,0,0,0,0,0,,.000
2018,Visalia Rawhide,CAL,A(Adv),P,1,1,2.1,0,0,0,0,0,,.000
2018,Reno Aces,PCL,AAA,P,1,1,4.1,0,0,0,0,0,,.000
,2 Teams,,AAA,P,30,29,146.1,24,2,21,1,2,,.958
,Harrisburg Senators,EAS,AA,P,11,11,58.0,13,4,9,0,0,,1.000
,2 Teams,,A+,P,40,39,196.2,35,4,31,0,2,,1.000
,Hagerstown Suns,SAL,A,P,20,20,89.0,19,5,12,2,0,,.895
,Vermont Lake Monsters,NYP,A(Short),P,1,0,1.0,1,0,1,0,0,,1.000
,7 Teams,,Minors,P,102,99,491.0,92,15,74,3,4,,.967
Career Minors,7 Teams,,,P,102,99,491.0,92,15,74,3,4,,.967
