Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Reno Aces,Triple-A,vs Left,,,,1,,,0.1,2,1,,,0,0,1,3.00
Visalia Rawhide,Class A Advanced,vs Left,,,,1,,,1.1,7,3,,,0,0,1,2.25
Reno Aces,Triple-A,vs Right,,,,1,,,4.0,15,2,,,0,1,8,0.75
Visalia Rawhide,Class A Advanced,vs Right,,,,1,,,1.0,7,2,,,2,0,2,2.00
