BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Fletcher2B,5,1,1,0,0,1,2,.266,.684
OhtaniDH,4,1,1,1,0,2,1,.262,.863
WardRF,4,1,2,1,0,1,0,.261,.798
Ford1B,4,0,2,0,0,2,2,.182,.538
AdellLF,4,0,1,1,0,2,2,.220,.613
SierraCF,4,0,1,0,0,2,4,.192,.512
SuzukiC,2,0,0,0,1,0,1,.177,.541
a-ThaissPH-C,1,0,0,0,0,0,2,.000,.000
"Rojas, J3B",4,0,1,0,0,2,2,.125,.301
"Velazquez, ASS",4,0,1,0,0,1,0,.196,.526
,36,3,10,3,1,13,16,,
