Year,Pitch Type,#,%,PA,AB,H,1B,2B,3B,HR,SO,BBE,BA,XBA,SLG,XSLG,WOBA,XWOBA,EV,LA,Whiff%,PutAway%
2022,Fastballs,"1,107",53.1,283,257,79,55,15,1,8,34,223,.307,.306,.467,.505,.367,.380,92.8,10,15.6,13.4
2022,Breaking,776,37.2,208,196,41,26,8,0,7,53,147,.209,.198,.357,.318,.255,.245,88.8,7,29.9,22.1
2022,Offspeed,202,9.7,63,56,17,10,5,0,2,9,48,.304,.225,.500,.342,.373,.289,87.1,-2,19.6,10.2
2021,Fastballs,990,55.4,259,226,64,41,14,0,9,41,187,.283,.283,.465,.533,.359,.390,93.4,12,18.2,17.7
2021,Breaking,624,34.9,160,146,24,15,6,0,3,48,100,.164,.186,.267,.298,.219,.250,87.3,6,32.8,24.5
2021,Offspeed,173,9.7,46,42,9,4,2,0,3,11,32,.214,.233,.476,.385,.306,.287,89.3,9,32.6,16.9
