Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Charlotte Knights,Triple-A,Bases Empty,5,3,,2,0,0,2,2,2,0,,,0,.667,.800,2.667,3.467
Charlotte Knights,Triple-A,Runner at 1st,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Charlotte Knights,Triple-A,Runners at 1st & 3rd,1,1,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
Charlotte Knights,Triple-A,Runner at 2nd,2,2,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Charlotte Knights,Triple-A,Scoring Position,3,3,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
