BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
FletcherSS,3,1,1,0,1,0,0,.277,.735
OhtaniDH,4,0,3,0,0,1,0,.259,.856
Rengifo2B,4,1,2,2,0,1,3,.273,.747
WardRF,2,0,1,0,2,0,0,.268,.820
StassiC,4,0,0,0,0,2,5,.201,.621
Walsh1B,4,0,0,0,0,3,1,.224,.659
SierraCF,4,0,0,0,0,1,1,.193,.501
Gosselin3B,2,0,0,0,0,2,0,.155,.372
"a-Rojas, JPH-3B",2,0,0,0,0,1,0,.114,.292
DuggarLF,4,0,0,0,0,2,0,.159,.456
,33,2,7,2,3,13,10,,
