Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2018,HOU,AL,LF,20,14,142.1,21,18,1,2,0,,.905
2018,HOU,AL,CF,1,0,1.0,0,0,0,0,0,,.000
2018,HOU,AL,RF,3,1,16.0,3,2,1,0,0,,1.000
2019,HOU,AL,1B,4,0,13.2,14,12,1,1,1,,.929
2019,HOU,AL,LF,11,7,66.0,12,12,0,0,0,,1.000
2019,HOU,AL,RF,11,5,58.0,21,20,1,0,0,,1.000
2019,HOU,AL,DH,1,0,0.0,0,0,0,0,0,,.000
2020,HOU,AL,LF,41,40,352.0,78,76,1,1,1,,.987
2020,HOU,AL,RF,7,6,50.1,14,13,1,0,0,,1.000
2020,HOU,AL,DH,10,10,0.0,0,0,0,0,0,,.000
2021,HOU,AL,CF,4,4,28.0,9,8,0,1,0,,.889
2021,HOU,AL,RF,133,126,1129.0,254,246,6,2,2,,.992
2021,HOU,AL,DH,4,4,0.0,0,0,0,0,0,,.000
2022,HOU,AL,RF,147,145,1276.1,298,287,8,3,1,,.990
2022,HOU,AL,DH,3,3,0.0,0,0,0,0,0,,.000
5 Seasons,HOU,AL,1B,4,0,13.2,14,12,1,1,1,,.929
,HOU,AL,LF,72,61,560.1,111,106,2,3,1,,.973
,HOU,AL,CF,5,4,29.0,9,8,0,1,0,,.889
,HOU,AL,RF,301,283,2529.2,590,568,17,5,3,,.992
,HOU,AL,DH,18,17,0.0,0,0,0,0,0,,.000
