BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaCF",4,0,1,0,0,0,1,.221,.646
Devers3B,1,0,0,0,2,0,1,.291,.874
a-DalbecPH-3B,1,0,0,0,0,1,1,.208,.635
BogaertsSS,3,0,0,0,0,1,2,.307,.831
ChangSS,1,0,0,0,0,1,0,.213,.615
VerdugoRF,4,0,0,0,0,0,2,.283,.742
MartinezDH,4,0,0,0,0,1,1,.271,.777
Casas1B,2,0,0,0,1,2,0,.206,.843
"Almonte, ALF",3,0,1,0,0,1,1,.333,.860
McGuireC,3,0,1,0,0,1,1,.269,.676
Arroyo2B,3,0,0,0,0,1,2,.278,.728
,29,0,3,0,3,9,12,,
