Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Detroit Tigers,MLB,vs Left,122,113,,21,5,0,2,10,5,26,,,1,.186,.221,.283,.504
Detroit Tigers,MLB,vs Right,388,368,,76,18,1,9,28,14,81,,,5,.207,.245,.334,.579
