BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,0,0,0,0,1,.280,.914
TurnerSS,4,1,2,0,0,0,0,.305,.828
"Freeman, F1B",4,0,1,0,0,1,2,.323,.904
"Smith, W.D.C",4,0,0,0,0,0,2,.261,.821
Muncy3B,4,3,3,3,0,0,0,.192,.702
"Turner, JDH",3,1,1,0,1,0,0,.278,.784
GalloLF,3,1,1,3,0,1,1,.168,.655
"Taylor, Ch2B",3,0,0,0,0,3,1,.221,.691
BellingerCF,2,0,0,0,1,1,1,.199,.644
,31,6,8,6,2,6,8,,
