Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Colorado Rockies,MLB,First Inning,78,72,9,22,4,0,3,13,6,19,0,0,0,.306,.359,.486,.845
Colorado Rockies,MLB,Second Inning,62,55,9,17,5,0,1,7,6,10,0,0,1,.309,.387,.455,.842
Colorado Rockies,MLB,Third Inning,54,49,10,13,5,0,0,8,5,8,0,0,0,.265,.333,.367,.700
Colorado Rockies,MLB,Fourth Inning,73,70,10,17,1,1,1,4,2,10,0,0,0,.243,.260,.329,.589
Colorado Rockies,MLB,Fifth Inning,62,51,6,11,2,0,3,11,10,11,0,0,0,.216,.339,.431,.770
Colorado Rockies,MLB,Sixth Inning,73,64,8,21,5,1,0,7,7,9,0,0,0,.328,.384,.438,.822
Colorado Rockies,MLB,Seventh Inning,58,53,9,13,1,1,3,6,5,11,0,0,0,.245,.310,.472,.782
Colorado Rockies,MLB,Eighth Inning,61,59,3,12,3,0,1,2,2,14,0,0,0,.203,.230,.305,.535
Colorado Rockies,MLB,Ninth Inning,52,47,7,12,4,0,0,1,3,8,0,0,2,.255,.327,.340,.667
Colorado Rockies,MLB,Extra Innings,8,7,1,2,0,0,1,4,0,1,0,0,0,.286,.250,.714,.964
