Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,COL,NL,81,19,30,0,0,.347,2,2,9,294,3.630,.333,.000,.148,.026,1,0
2020,COL,NL,21,3,13,0,0,.133,1,0,1,82,3.905,.286,.000,.---,.048,0,0
2021,COL,NL,415,182,155,0,2,.328,39,8,63,1513,3.646,.202,.036,.226,.186,2,1
2022,COL,NL,581,215,242,0,5,.304,46,25,104,2112,3.635,.174,.022,.455,.142,4,2
4 Seasons,COL,NL,1098,419,440,0,7,.312,88,35,177,4001,3.644,.199,.026,.317,.148,7,3
