BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KimSS,5,1,1,0,0,1,3,.235,.734
"Soto, JRF",5,1,1,0,0,2,0,.250,.568
"Machado, M3B",5,1,2,2,0,2,0,.273,.940
DruryDH,5,0,1,0,0,3,2,.091,.182
Cronenworth2B,4,2,1,2,0,0,2,.143,.429
Myers1B,4,0,1,0,0,1,2,.125,.438
ProfarLF,3,0,2,1,1,1,0,.316,.883
1-AzocarPR-LF,0,0,0,0,0,0,0,.000,.000
GrishamCF,3,0,0,0,1,2,4,.357,1.312
"Nola, AuC",4,0,0,0,0,1,6,.333,.820
,38,5,9,5,2,13,19,,
