BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,0,1,0,1,1,0,.125,.472
TurnerSS,5,1,1,1,0,1,2,.333,1.444
"Freeman, F1B",4,1,2,1,1,1,0,.286,1.301
"Smith, W.D.C",5,0,1,0,0,0,4,.333,.889
Muncy3B,4,1,2,1,0,0,0,.429,1.357
"Turner, JDH",3,0,1,0,1,1,2,.167,.542
Lux2B,4,0,2,0,0,1,3,.375,.875
"Thompson, TLF-CF",3,0,0,0,1,2,3,.000,.250
BellingerCF,3,0,1,0,0,2,3,.167,.334
"a-Barnes, APH",1,0,0,0,0,0,2,.000,.000
GalloLF,0,0,0,0,0,0,0,.000,.000
,36,3,11,3,4,9,19,,
