BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,4,0,0,0,0,2,0,.217,.844
Hoskins1B,4,1,2,1,0,1,0,.250,.809
"Castellanos, NRF",4,0,0,0,0,1,1,.245,.674
"Hall, DDH",4,0,0,0,0,1,1,.000,.000
RealmutoC,3,0,0,0,1,1,0,.235,.672
GregoriusSS,4,0,1,0,0,1,1,.263,.695
Bohm3B,4,0,1,0,0,0,1,.263,.655
Stott2B,1,0,0,0,2,0,1,.173,.519
MoniakCF,3,0,0,0,0,2,4,.129,.335
,31,1,4,1,3,9,9,,
