BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
CarpenterDH,3,1,1,1,0,1,4,.188,1.066
a-AndújarPH-DH,1,0,0,1,0,1,0,.273,.568
JudgeCF,4,1,2,1,1,1,2,.308,1.047
Rizzo1B,4,0,0,0,0,2,4,.209,.780
Torres2B,4,1,2,1,0,0,3,.256,.792
LeMahieu3B,4,1,1,1,0,1,1,.256,.731
GalloRF,3,0,0,0,1,0,1,.175,.593
"Hicks, ALF",4,2,3,0,0,0,0,.218,.588
TrevinoC,4,0,2,0,0,0,2,.275,.731
GonzalezSS,4,0,2,1,0,0,2,.228,.584
,35,6,13,6,2,6,19,,
