PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Suárez, R(W, 10-5)",6.0,5,0,0,2,4,0,3.38
"Eflin(H, 1)",1.2,0,0,0,0,3,0,4.14
"Alvarado(S, 2)",1.1,1,0,0,0,2,0,3.40
,9.0,6,0,0,2,9,0,
